Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term (months),Default_Status (Yes/No)
102402,41,174062,10594,525,24,No
102403,46,49661,7460,764,36,No
102404,41,164491,11820,592,48,No
102405,38,34457,41210,680,12,No
102406,57,87600,21191,465,12,No
102407,52,123619,24095,517,24,No
102408,56,96102,15529,574,60,No
102409,37,53085,37175,351,36,No
102410,55,117064,22675,673,48,No
102411,31,157202,48158,662,48,No
102412,41,125723,10374,313,48,No
102413,46,153114,30976,639,12,Yes
102414,24,90134,18142,838,36,No
102415,54,62982,17204,388,12,No
102416,38,85185,12394,340,24,No
102417,60,53477,38593,603,48,No
102418,55,134161,46964,567,36,Yes
102419,61,72709,16652,437,48,No
102420,49,179788,38740,305,12,No
102421,49,98137,49036,541,12,No
102422,58,56018,5443,461,12,No
102423,62,159133,28903,817,48,No
102424,41,159681,38522,700,36,No
102425,62,55371,33180,455,36,Yes
102426,33,103021,26119,384,24,No
102427,61,171877,15363,309,48,No
102428,37,27857,48665,437,24,No
102429,29,162692,43164,455,24,No
102430,61,28177,36541,707,24,No
102431,21,181183,8465,524,24,No
102432,22,108578,7711,483,12,No
102433,49,109941,30198,494,24,Yes
102434,53,31826,27488,695,36,Yes
102435,30,164962,43515,433,24,Yes
102436,60,102428,28608,608,12,No
102437,41,146044,32898,841,60,Yes
102438,48,95020,6919,308,60,No
102439,31,25495,36171,469,60,No
102440,54,48481,25599,589,48,No
102441,28,162339,21965,467,36,No
102442,42,137897,19434,643,12,No
102443,28,157815,41649,796,60,No
102444,35,123475,6999,444,12,No
102445,37,199845,19849,712,12,No
102446,43,77042,15903,756,48,No
102447,44,69476,10445,601,60,No
102448,39,48552,40396,345,24,No
102449,25,196844,23040,316,12,No
102450,52,194802,5246,659,60,No
102451,64,180020,36153,560,12,No
102452,21,89093,10212,422,48,No
102453,43,89123,8339,530,48,No
102454,57,36535,28142,411,24,No
102455,28,86490,24394,545,48,No
102456,33,66562,40136,690,60,No
102457,28,139042,17186,691,48,Yes
102458,43,109080,39607,627,24,No
102459,63,61269,43973,514,36,No
102460,21,100674,9395,666,12,Yes
102461,44,62462,20290,381,12,Yes
102462,55,154199,27151,375,60,No
102463,44,43147,8691,826,24,No
102464,37,196600,12470,802,24,No
102465,25,97095,8841,778,24,No
102466,40,110925,42116,671,12,No
102467,41,86381,22776,564,48,No
102468,60,119468,11060,563,12,No
102469,51,83749,32584,409,12,No
102470,56,189744,9300,606,12,No
102471,31,33731,8338,499,48,No
102472,35,144647,10487,525,36,No
102473,39,71024,41282,484,60,No
102474,27,136712,34529,330,36,No
102475,48,121121,35262,398,36,No
102476,63,23832,16280,638,12,No
102477,25,52332,48075,565,36,No
102478,25,32467,33804,649,12,No
102479,50,61025,14915,843,12,No
102480,52,164179,16158,756,60,No
102481,28,97994,13621,387,24,No
102482,30,114202,15547,362,12,No
102483,58,63481,28177,686,36,No
102484,52,153653,7459,758,60,No
102485,48,95118,33768,568,36,No
102486,37,144010,43041,645,24,No
102487,51,143714,47225,377,48,No
102488,28,159490,43191,664,24,Yes
102489,60,180185,22434,313,60,No
102490,45,104363,43247,435,24,Yes
102491,29,143607,20419,603,24,No
102492,22,83044,40017,696,60,Yes
102493,35,31814,40577,378,60,No
102494,23,119340,7921,717,36,Yes
102495,56,30024,9676,541,12,No
102496,24,129236,25425,350,48,No
102497,34,77836,40185,683,48,Yes
102498,61,27435,18463,674,48,No
102499,61,90601,30474,505,24,No
102500,45,140871,45935,788,60,No
102501,30,154479,6469,680,60,No
102502,41,118943,12292,610,60,No
102503,56,52940,30409,674,12,No
102504,32,25666,28526,341,60,No
102505,47,57122,28465,832,60,No
102506,60,138647,35955,821,24,No
102507,22,176164,31785,452,36,No
102508,33,149753,26033,611,48,No
102509,52,143402,11931,593,24,Yes
102510,51,121190,6091,412,24,No
102511,36,120468,30772,411,24,No
102512,52,149207,21363,474,48,No
102513,52,46505,33490,601,24,Yes
102514,54,56713,5260,815,36,No
102515,31,63169,15456,520,60,No
102516,30,97511,27320,470,36,No
102517,35,60522,18435,617,60,No
102518,37,119397,47145,512,60,No
102519,60,23880,32025,552,24,Yes
102520,38,194526,33109,423,24,No
102521,29,63539,25754,512,48,No
102522,45,34799,9301,384,12,No
102523,60,124843,12207,815,36,No
102524,34,68784,32920,364,48,No
102525,45,133034,27203,617,48,Yes
102526,42,194405,26545,645,36,No
102527,50,191900,29016,542,36,No
102528,40,74362,36098,436,60,No
102529,41,73997,13556,546,12,No
102530,64,170145,25102,740,24,Yes
102531,52,122399,43893,344,12,No
102532,41,34549,6924,388,12,No
102533,55,76920,24479,527,24,No
102534,52,171388,44451,590,12,No
102535,50,177255,23922,721,48,No
102536,59,113860,23660,366,48,No
102537,32,44624,14945,550,24,No
102538,61,66705,5306,340,24,No
102539,38,109326,27959,398,36,No
102540,41,177828,9231,605,36,No
102541,33,80390,43796,755,12,Yes
102542,41,88369,17207,600,12,No
102543,28,29589,44426,498,24,No
102544,60,133012,11336,787,12,No
102545,27,165188,14630,405,60,No
102546,43,93181,22256,700,48,No
102547,64,195858,38909,776,12,No
102548,52,143711,46168,421,12,No
102549,31,96425,38719,376,36,Yes
102550,42,181358,47017,611,60,No
102551,42,35994,35013,411,12,No
102552,63,131915,19455,817,48,No
102553,45,142961,9722,496,12,No
102554,42,124672,17812,397,24,No
102555,48,46639,35276,758,60,No
102556,49,37205,41776,529,12,Yes
102557,33,76677,15060,467,60,No
102558,38,52930,18056,307,12,No
102559,22,93313,11655,471,48,No
102560,49,133153,27574,659,48,No
102561,41,38316,18027,494,60,Yes
102562,35,178376,9030,568,36,No
102563,47,116058,29243,318,36,No
102564,51,107876,38289,653,24,No
102565,35,105366,24739,348,36,Yes
102566,43,33403,39168,763,60,No
102567,44,100052,49698,655,36,Yes
102568,64,93495,41491,457,24,No
102569,33,183004,35013,365,12,No
102570,42,116090,11579,607,36,No
102571,63,56701,23242,636,60,No
102572,57,154457,9781,420,60,No
102573,53,77241,25448,703,24,No
102574,23,161439,26446,395,24,No
102575,39,85030,16043,413,48,No
102576,43,197577,24853,728,48,No
102577,49,184404,25079,839,48,No
102578,50,186340,22101,301,12,No
102579,59,176635,5642,511,60,Yes
102580,64,125185,33016,632,48,No
102581,45,56404,23932,323,60,No
102582,57,75182,49653,667,24,No
102583,28,52991,29945,805,12,No
102584,62,124601,12549,475,24,Yes
102585,36,198735,18397,728,60,No
102586,28,85886,30362,741,48,No
102587,21,142002,38717,847,24,No
102588,64,103848,28016,813,36,Yes
102589,25,175199,19732,660,12,Yes
102590,23,77692,31911,573,60,Yes
102591,21,57500,22866,476,48,No
102592,24,53785,47607,563,24,No
102593,60,104146,32621,485,12,Yes
102594,55,67997,17823,826,48,No
102595,52,27170,34986,578,24,No
102596,62,164375,19690,497,60,No
102597,54,91743,44107,648,36,No
102598,63,55187,15956,720,36,No
102599,45,152965,26303,604,60,No
102600,30,164825,41533,363,12,Yes
102601,41,58090,34674,589,60,No
102602,59,79412,40595,317,24,No
102603,47,76030,7058,363,12,No
102604,47,37509,16519,629,36,Yes
102605,22,88653,36115,316,24,No
102606,61,188001,5730,742,48,No
102607,33,149626,6832,440,48,No
102608,29,199363,46368,607,48,No
102609,56,24042,27889,743,36,No
102610,42,57201,44938,795,60,Yes
102611,62,34016,9179,725,12,No
102612,46,45022,11299,774,36,No
102613,32,47938,12830,544,24,No
102614,37,194750,49207,749,24,No
102615,34,138171,42570,650,48,No
102616,34,81720,27441,460,12,No
102617,54,125514,11615,439,48,Yes
102618,40,153058,11762,792,24,No
102619,31,96478,43311,830,24,No
102620,36,163233,29709,692,60,Yes
102621,51,171761,42651,700,60,No
102622,26,147101,28434,349,60,Yes
102623,39,114699,26343,594,48,No
102624,57,119273,20739,724,12,No
102625,24,83745,5666,311,60,No
102626,24,152283,38044,634,36,No
102627,40,151301,32883,314,60,Yes
102628,30,138972,19063,327,48,No
102629,44,199614,38649,687,12,No
102630,55,165417,39828,591,60,No
102631,46,121489,44470,549,12,No
102632,57,51819,14429,804,36,No
102633,58,67779,37926,397,24,Yes
102634,41,112244,42997,636,12,No
102635,60,85584,45724,338,60,No
102636,59,171022,37269,337,48,No
102637,41,166245,36704,599,48,Yes
102638,30,78032,33391,478,48,No
102639,58,135074,29187,768,48,Yes
102640,24,119273,7526,581,12,No
102641,40,48036,29686,463,48,No
102642,37,91356,12803,752,24,Yes
102643,27,165364,37668,396,36,Yes
102644,24,23052,11574,608,12,No
102645,49,64377,13733,561,12,No
102646,34,87819,12257,592,48,Yes
102647,23,133689,41051,548,48,No
102648,44,166692,20909,544,12,No
102649,57,50461,29146,550,48,No
102650,36,40750,16802,422,48,Yes
102651,24,29472,12896,624,48,Yes
102652,44,89263,33133,800,48,No
102653,54,132036,18526,365,48,No
102654,50,45523,16278,358,60,No
102655,38,181838,30551,797,60,No
102656,39,123262,30298,672,60,No
102657,51,86060,40338,565,12,Yes
102658,39,29079,27191,535,36,No
102659,39,159471,38092,517,12,No
102660,42,80726,28871,826,60,No
102661,44,112906,14721,740,12,No
102662,32,36532,43413,705,36,No
102663,50,142689,35279,768,48,No
102664,58,63162,19404,409,24,No
102665,51,154821,9486,652,60,No
102666,56,31353,40198,390,60,No
102667,39,132313,33687,713,36,No
102668,56,48477,18156,372,48,No
102669,50,175642,5567,846,48,No
102670,53,106373,7179,597,24,No
102671,38,162509,7019,582,48,No
102672,48,189176,20919,804,36,No
102673,31,24551,24703,497,48,No
102674,53,88359,23704,331,36,No
102675,37,163988,23030,640,60,No
102676,26,146150,8909,633,60,No
102677,24,192517,13015,442,60,No
102678,40,67636,8420,709,12,Yes
102679,47,49685,21740,343,60,No
102680,35,71134,45253,331,36,No
102681,26,108916,35328,327,24,Yes
102682,34,127967,24465,722,48,Yes
102683,31,114455,9131,790,60,Yes
102684,59,191065,15652,459,12,No
102685,29,195405,26507,506,12,No
102686,46,69756,28806,317,36,No
102687,36,142863,24171,402,24,No
102688,25,81192,25593,531,60,No
102689,30,68733,14470,723,60,No
102690,23,45993,49308,846,12,No
102691,33,181564,26326,538,36,No
102692,63,172053,9597,633,12,No
102693,50,44143,42304,448,12,No
102694,26,127044,35788,707,24,No
102695,37,148406,47725,316,36,Yes
102696,39,89351,41930,525,24,No
102697,62,90309,38071,559,36,No
102698,55,163518,10067,473,60,No
102699,46,181805,10024,504,48,No
102700,25,139156,12715,714,48,Yes
102701,49,96000,36770,807,36,No
102702,57,199704,16226,452,48,No
102703,40,41576,40399,402,12,No
102704,41,23320,18412,364,60,No
102705,30,161822,49415,416,60,No
102706,25,123002,17569,455,48,No
102707,56,46572,7369,381,36,No
102708,26,37948,49427,817,12,No
102709,46,136528,37021,366,36,No
102710,24,189898,5528,537,48,Yes
102711,59,109051,48270,625,60,No
102712,59,47867,35314,366,60,No
102713,55,64678,42443,475,36,No
102714,21,127561,23047,777,24,No
102715,44,32963,24748,554,36,No
102716,56,69434,40109,362,24,Yes
102717,26,86617,18919,702,36,No
102718,61,171341,20256,491,24,No
102719,64,137569,9905,628,24,Yes
102720,51,117352,13884,370,24,No
102721,40,99732,33906,362,24,No
102722,44,127648,46911,596,12,No
102723,45,101494,10950,544,24,No
102724,56,97225,6360,818,24,No
102725,41,102867,42895,692,60,Yes
102726,50,188600,26946,476,12,No
102727,44,98972,13730,503,24,No
102728,64,116261,27161,832,48,No
102729,62,110748,32738,427,12,No
102730,50,184404,8925,494,60,No
102731,42,144481,13463,493,36,No
102732,48,149529,22412,483,60,No
102733,27,22251,27402,546,60,Yes
102734,55,196789,39010,623,12,Yes
102735,48,119108,30717,459,12,No
102736,34,178099,46552,365,48,No
102737,30,117382,14797,553,48,No
102738,36,29583,25594,582,12,Yes
102739,36,70387,11406,359,12,No
102740,51,43104,18965,417,12,No
102741,62,32224,18733,722,36,No
102742,45,80624,31926,335,60,No
102743,33,124320,33783,830,48,Yes
102744,26,180371,22824,390,48,No
102745,64,98572,41394,600,24,Yes
102746,29,105469,47842,516,36,No
102747,56,97928,33287,397,12,No
102748,63,24141,21568,755,12,No
102749,40,174422,35436,830,36,No
102750,38,90871,26380,837,48,No
102751,63,156149,29796,327,12,No
102752,41,66015,13031,623,24,No
102753,24,191929,26947,522,48,No
102754,53,79902,8188,379,60,No
102755,47,25577,30669,757,36,Yes
102756,27,40002,40713,475,48,No
102757,26,70711,36813,821,60,No
102758,35,59451,11765,756,24,Yes
102759,38,179719,28171,722,36,No
102760,52,54831,15807,399,12,No
102761,31,116498,15204,702,12,No
102762,40,148949,32066,679,60,No
102763,44,115119,47120,830,48,No
102764,35,86830,42367,631,24,Yes
102765,27,100632,27658,617,60,No
102766,41,56833,42081,836,24,No
102767,62,44398,39986,388,24,No
102768,46,81554,18786,810,24,No
102769,64,70755,34283,341,36,No
102770,34,168778,5056,688,60,Yes
102771,57,173412,37911,380,36,No
102772,41,84994,44986,701,48,No
102773,38,83884,13559,406,48,Yes
102774,25,104361,31058,410,12,No
102775,23,37482,27745,576,12,No
102776,43,74225,5615,513,12,No
102777,46,94854,13062,805,48,Yes
102778,57,61256,33214,420,24,Yes
102779,44,128721,49288,433,24,No
102780,39,101110,43745,670,60,No
102781,45,133606,49187,556,48,Yes
102782,41,34650,47548,479,12,No
102783,32,197190,15681,347,48,No
102784,61,48930,11984,318,24,No
102785,53,120400,32579,345,24,Yes
102786,24,31801,30274,750,36,No
102787,62,71360,42739,355,36,No
102788,27,107908,32399,391,60,Yes
102789,42,167631,36481,381,48,Yes
102790,53,52334,5944,378,36,No
102791,37,33288,33457,582,36,No
102792,44,173470,14114,610,48,No
102793,54,32191,44846,459,24,No
102794,48,38051,23130,615,60,No
102795,63,81715,17312,455,60,No
102796,61,30737,37596,767,60,Yes
102797,59,85140,43551,761,36,No
102798,42,176323,14751,416,24,No
102799,37,25147,11907,663,60,Yes
102800,54,70508,33114,765,48,No
102801,26,72224,30009,483,60,No
102802,26,39643,24310,465,12,No
102803,54,58967,40725,374,24,Yes
102804,21,123535,23996,571,12,No
102805,30,60733,11047,802,24,No
102806,41,54808,44017,642,48,No
102807,25,78959,33767,550,36,No
102808,22,152921,21347,429,36,Yes
102809,42,88178,41527,657,24,No
102810,22,132255,29102,707,60,No
102811,30,106322,9263,794,12,Yes
102812,54,64565,48049,781,48,Yes
102813,36,171255,6902,377,60,Yes
102814,59,21132,35823,813,36,No
102815,42,189331,35540,620,60,No
102816,32,83668,40335,589,12,No
102817,44,189635,15190,596,36,No
102818,60,128835,45843,774,24,No
102819,58,162003,32690,322,48,No
102820,30,93169,7994,471,48,Yes
102821,55,120417,42997,617,36,No
102822,52,21044,7010,492,24,Yes
102823,27,197763,12377,417,12,No
102824,41,44363,18036,305,48,No
102825,40,66694,31467,782,36,No
102826,46,152654,5048,431,48,No
102827,24,41301,41978,392,24,No
102828,42,94329,21038,821,12,No
102829,35,21620,37576,593,24,No
102830,60,82224,12878,691,60,No
102831,41,115419,32609,548,24,No
102832,35,188606,29070,716,24,No
102833,42,140050,45647,442,48,No
102834,48,190462,26996,536,24,Yes
102835,34,75856,23161,586,36,No
102836,47,75809,45148,576,48,No
102837,61,42259,7228,686,48,No
102838,60,40655,31365,681,60,No
102839,48,184077,30188,749,36,No
102840,46,182701,47582,590,24,No
102841,22,174682,13888,468,60,No
102842,45,41602,28130,742,36,No
102843,23,105945,44159,483,60,No
102844,28,162182,47197,344,12,No
102845,64,157145,23790,567,24,No
102846,53,120846,29824,775,60,No
102847,62,100818,38405,552,12,No
102848,55,161267,29474,695,24,No
102849,26,21537,22333,588,60,No
102850,59,168210,47864,511,60,No
102851,43,195400,41355,320,60,No
102852,45,197274,38879,615,60,No
102853,63,191236,13367,737,48,Yes
102854,39,146545,5722,722,60,No
102855,25,109743,36145,532,48,No
102856,31,106155,42634,422,48,No
102857,32,140198,15139,513,12,No
102858,30,175917,7128,339,24,No
102859,28,109846,46886,631,48,No
102860,44,50562,25617,481,36,No
102861,48,48036,33080,564,48,No
102862,61,94233,40285,832,36,No
102863,56,103049,22533,731,12,No
102864,57,88681,37624,495,36,No
102865,41,47818,32956,808,12,No
102866,28,181616,47443,746,12,No
102867,29,82532,38077,827,12,Yes
102868,35,77705,8952,501,36,No
102869,60,40104,47460,432,36,No
102870,38,144336,27796,438,12,No
102871,62,147904,36746,792,12,Yes
102872,40,89603,26249,369,24,No
102873,26,122499,5015,314,12,No
102874,32,79025,30957,511,60,No
102875,22,52317,21005,359,24,No
102876,27,182488,26292,551,24,No
102877,36,193084,36876,745,24,No
102878,23,125585,19817,301,60,No
102879,23,172472,30470,635,24,No
102880,47,68270,14759,318,24,No
102881,63,139415,11412,377,36,No
102882,60,100206,25504,771,36,No
102883,58,89468,47964,327,12,No
102884,53,196881,13507,464,12,No
102885,48,189400,26050,757,48,No
102886,21,187856,9820,475,60,No
102887,28,43723,12835,328,36,No
102888,57,80646,32631,578,12,No
102889,52,20074,39617,582,60,Yes
102890,63,46498,18587,778,24,No
102891,57,116881,39721,818,60,No
102892,24,171613,11840,604,36,No
102893,50,65929,42834,408,48,No
102894,26,143199,36440,623,36,No
102895,39,46028,40183,505,12,No
102896,52,49545,35636,533,12,Yes
102897,29,99569,7389,757,60,No
102898,32,51673,5763,486,36,No
102899,31,182046,28925,781,12,No
102900,36,174169,31549,706,24,No
102901,21,122511,44023,808,24,No
102902,41,113144,44941,819,48,No
102903,50,84824,28457,352,60,No
102904,33,43525,26423,697,12,No
102905,54,77804,15518,498,48,No
102906,24,166115,48020,690,24,No
102907,48,61846,37360,797,48,No
102908,58,97261,33173,471,48,No
102909,51,188455,14395,385,12,Yes
102910,47,49483,49835,485,12,No
102911,25,27265,24207,455,12,No
102912,45,42763,43055,792,60,No
102913,23,35733,31639,820,48,Yes
102914,53,132196,33924,429,48,No
102915,24,111038,12433,380,60,No
102916,45,57420,35104,683,24,No
102917,40,160319,49052,594,36,No
102918,54,174912,42594,568,24,Yes
102919,46,41058,8664,834,60,No
102920,25,54929,15528,677,48,No
102921,55,182434,33190,675,48,No
102922,48,106489,5497,387,12,No
102923,49,104664,12641,410,12,No
102924,29,198428,9643,453,48,No
102925,58,97597,10056,762,48,No
102926,26,26041,37899,455,12,No
102927,39,98209,10443,617,12,Yes
102928,64,172131,22241,537,24,No
102929,31,119864,13712,633,48,No
102930,22,195794,13221,405,48,No
102931,64,168620,36346,781,60,No
102932,64,166150,20660,681,24,No
102933,29,156491,43915,560,36,No
102934,41,186562,16588,592,36,No
102935,44,135158,42372,634,36,No
102936,54,181409,47220,775,12,No
102937,42,21468,22942,524,36,No
102938,23,44309,41373,753,60,No
102939,32,92255,6607,595,12,No
102940,48,101899,49477,762,12,No
102941,50,48718,7016,513,36,No
102942,46,188913,8574,457,12,No
102943,41,197732,12274,571,24,No
102944,48,126553,47703,537,24,Yes
102945,46,70281,20748,602,36,No
102946,53,133451,25175,820,60,No
102947,41,20767,44174,620,12,No
102948,55,154967,16826,358,48,No
102949,54,78026,22472,657,36,No
102950,61,138142,39129,550,12,No
102951,38,62968,9473,735,36,No
102952,31,191169,28490,445,36,No
102953,43,166404,45087,651,60,No
102954,42,165693,46435,544,48,Yes
102955,37,96870,14481,600,12,Yes
102956,25,38174,13520,737,36,Yes
102957,64,144357,31415,399,36,No
102958,31,119189,22570,779,12,No
102959,50,60502,24798,714,36,No
102960,35,56674,8536,464,36,No
102961,47,57260,6773,601,36,No
102962,55,193570,34894,420,24,No
102963,53,91805,48023,387,24,No
102964,40,37194,40326,516,48,No
102965,36,177883,10079,478,60,No
102966,54,92377,30838,462,12,No
102967,22,150864,26804,469,60,No
102968,55,63723,24675,600,60,No
102969,60,96298,30594,673,24,No
102970,48,79238,47749,502,48,Yes
102971,59,125433,41292,346,60,No
102972,26,127092,13998,762,60,No
102973,29,22147,18697,707,36,No
102974,40,58445,18429,493,12,No
102975,21,126170,12140,726,48,No
102976,28,153085,46553,616,12,No
102977,43,105617,19901,778,24,No
102978,23,73502,28279,720,60,No
102979,24,137116,33525,568,60,No
102980,45,57755,25491,780,12,No
102981,58,159805,8280,562,24,No
102982,35,29479,39980,725,36,No
102983,41,95361,34989,465,36,Yes
102984,55,172376,13078,727,60,No
102985,34,186766,31118,696,60,No
102986,56,144232,28985,515,48,No
102987,32,125586,21997,406,12,No
102988,37,101171,19274,397,60,No
102989,59,134151,5868,781,24,No
102990,29,106296,31398,798,12,No
102991,55,160562,21042,529,48,No
102992,33,172324,36820,556,36,No
102993,35,157934,26246,342,48,No
102994,38,89959,25561,541,12,No
102995,53,161522,21254,394,36,No
102996,26,76022,39512,487,24,No
102997,47,81991,40024,684,36,No
102998,43,191999,28996,699,36,No
102999,47,69853,33618,805,24,No
103000,54,51826,16859,466,60,No
103001,58,62879,28580,424,60,Yes
103002,34,92361,10423,386,36,No
103003,56,97990,42857,788,36,No
103004,28,109787,11608,525,48,No
103005,55,60736,47485,644,60,Yes
103006,39,44530,9876,817,24,No
103007,50,198130,26038,330,36,No
103008,34,126080,33006,595,36,No
103009,40,94255,40775,713,48,No
103010,45,155958,35810,434,48,No
103011,60,146598,19325,824,48,Yes
103012,44,138623,40892,303,12,Yes
103013,34,57387,6753,477,24,No
103014,46,172647,34531,558,12,No
103015,58,132260,22996,364,36,No
103016,43,190715,8275,662,48,No
103017,42,161172,13747,316,48,Yes
103018,39,158928,5824,499,48,No
103019,23,189241,18880,843,60,No
103020,62,179876,48809,511,24,No
103021,39,186862,6081,734,12,No
103022,29,50988,16517,572,24,No
103023,48,96448,26683,589,48,No
103024,40,189578,21876,782,36,No
103025,27,133430,42532,533,60,Yes
103026,34,163377,13266,707,24,No
103027,29,161041,16183,445,36,Yes
103028,39,32404,26066,729,48,No
103029,34,160061,17877,731,48,No
103030,58,187055,14982,844,48,No
103031,56,190534,13968,796,48,Yes
103032,60,39360,31598,388,60,No
103033,37,105657,19639,710,60,Yes
103034,50,177359,9674,540,24,No
103035,29,54160,9316,522,48,No
103036,53,26789,14695,767,60,No
103037,45,178253,36094,621,36,No
103038,34,165457,27187,674,60,Yes
103039,31,102597,46147,411,60,No
103040,55,85641,6214,826,24,No
103041,61,64247,28940,711,60,No
103042,34,106673,49406,568,36,No
103043,50,25544,30685,551,48,Yes
103044,61,164347,48481,673,12,No
103045,24,83248,20977,749,24,No
103046,24,54550,49839,836,36,Yes
103047,48,73693,40904,667,24,No
103048,28,148924,30538,554,48,No
103049,22,170713,44386,762,60,No
103050,61,100021,43033,567,60,No
103051,42,35605,12965,425,36,No
103052,61,70713,14597,692,48,No
103053,36,171462,46476,633,12,No
103054,49,95403,32740,667,12,No
103055,50,78466,11569,755,60,No
103056,32,23981,42981,366,48,Yes
103057,55,160565,16881,365,48,No
103058,31,135631,41996,699,36,No
103059,41,139238,37177,586,12,No
103060,41,115335,42177,485,36,No
103061,25,127441,5590,583,24,No
103062,40,36984,31119,815,48,No
103063,57,145580,32915,536,12,No
103064,23,131316,7708,317,36,No
103065,64,173832,43749,713,60,No
103066,53,152596,49989,308,24,No
103067,29,138454,27106,719,36,No
103068,29,69402,22131,328,60,No
103069,24,111656,11553,647,12,Yes
103070,55,85614,22881,749,12,No
103071,37,186963,6379,679,24,No
103072,54,111009,30255,665,60,No
103073,44,190904,45128,526,48,No
103074,52,65836,8770,417,12,No
103075,21,164434,24726,711,48,Yes
103076,28,188993,14088,655,48,Yes
103077,43,169634,39314,553,36,No
103078,60,151049,43976,842,36,No
103079,32,96407,21350,743,12,No
103080,32,27610,46643,380,48,No
103081,35,129381,39063,345,36,No
103082,61,35791,20861,348,60,No
103083,39,78047,18973,748,60,No
103084,46,170737,22769,706,60,Yes
103085,49,90246,22326,582,60,No
103086,42,197523,41048,772,48,No
103087,60,106148,7786,715,60,No
103088,41,65890,40001,420,48,Yes
103089,58,157866,6620,302,12,No
103090,40,52888,41303,615,12,No
103091,49,157821,24589,759,60,No
103092,24,66531,7882,526,60,No
103093,27,135652,29524,378,60,No
103094,48,40608,14745,843,12,No
103095,48,100986,41665,370,36,No
103096,24,103996,20861,496,12,Yes
103097,42,76017,31171,357,60,No
103098,32,77676,31199,723,36,No
103099,23,31560,7837,768,36,No
103100,42,70468,13599,347,24,No
103101,64,183535,20911,734,48,No
103102,22,182735,25553,484,60,Yes
103103,44,53123,44489,464,48,Yes
103104,54,114346,28813,630,24,No
103105,47,160790,43255,629,48,No
103106,61,20028,34520,420,60,Yes
103107,21,67599,34541,512,24,No
103108,28,168469,5236,806,48,No
103109,43,65406,32350,467,12,No
103110,58,67657,49397,845,36,No
103111,26,87560,16549,726,24,No
103112,42,124143,32453,520,12,No
103113,45,164575,40191,309,60,No
103114,38,74943,17906,419,36,No
103115,37,95839,19988,546,24,Yes
103116,32,102674,32723,659,36,No
103117,26,45345,38800,520,24,Yes
103118,46,70390,44107,805,24,No
103119,47,79557,32430,357,48,Yes
103120,28,21906,37535,759,36,No
103121,39,191239,7940,427,36,No
103122,62,27961,26793,385,12,No
103123,21,177212,17262,403,60,Yes
103124,49,139289,49420,442,12,No
103125,55,97567,42710,504,48,Yes
103126,60,100664,11961,337,24,Yes
103127,34,101199,31499,662,48,No
103128,55,119764,45498,608,48,No
103129,40,142357,36283,351,12,Yes
103130,33,100729,5633,300,24,No
103131,58,179633,11822,310,60,No
103132,28,70568,30968,513,48,No
103133,63,129349,44255,817,60,No
103134,40,93302,24830,714,24,No
103135,53,114968,10738,307,24,No
103136,46,180576,8098,304,12,No
103137,59,136116,34888,661,36,No
103138,41,57146,13097,411,12,No
103139,62,60297,18136,572,60,No
103140,63,106394,43244,721,12,No
103141,61,147173,13253,564,24,No
103142,29,145942,30208,757,48,No
103143,44,36939,9887,511,36,No
103144,57,64460,49411,377,24,No
103145,61,163738,14492,520,48,No
103146,37,82119,40421,668,60,Yes
103147,44,186393,6454,646,60,No
103148,41,152851,22522,324,60,No
103149,59,164258,43575,719,12,No
103150,61,167531,8192,653,60,No
103151,59,25057,20775,716,60,No
103152,33,169805,15402,814,12,No
103153,31,39157,18074,514,48,No
103154,39,55030,20245,411,24,Yes
103155,31,170685,41527,727,36,Yes
103156,33,128612,30936,515,60,No
103157,21,135080,32002,712,60,No
103158,60,103028,20683,679,60,No
103159,64,156260,17460,531,12,No
103160,39,49680,35482,557,12,No
103161,32,122302,21447,555,12,No
103162,28,56445,22729,702,36,No
103163,28,25796,25545,723,24,No
103164,32,67218,33204,364,60,No
103165,53,190203,14814,489,48,No
103166,46,159195,18890,472,60,No
103167,59,159294,6740,526,60,No
103168,48,44074,35121,687,60,No
103169,25,136088,16218,700,60,Yes
103170,28,180897,11055,512,24,No
103171,45,56839,27705,352,48,Yes
103172,47,127112,39722,438,12,No
103173,43,147514,47000,717,48,No
103174,50,88322,11439,442,60,No
103175,43,76321,35921,808,48,No
103176,40,130100,38729,785,60,No
103177,38,177060,28211,736,48,No
103178,38,55507,35614,842,36,No
103179,22,119244,22601,592,48,No
103180,24,145788,32796,583,12,No
103181,50,115251,11007,313,12,No
103182,53,43806,25514,571,48,No
103183,56,150364,22776,324,48,No
103184,38,56901,7076,621,24,No
103185,57,168115,30350,402,48,Yes
103186,39,160824,43964,339,12,No
103187,48,193688,21292,534,36,No
103188,60,72127,36510,388,12,Yes
103189,40,20453,33000,399,24,No
103190,53,95432,48083,443,48,No
103191,32,142872,35383,381,36,No
103192,35,107362,16785,528,12,No
103193,61,30976,45910,694,36,No
103194,59,134176,44028,812,60,No
103195,22,119122,29855,496,12,No
103196,49,90404,29281,573,60,No
103197,61,101932,9841,671,36,No
103198,30,117170,36668,379,48,No
103199,22,97707,31918,534,48,Yes
103200,31,184760,22443,586,48,Yes
103201,33,113789,37250,844,60,No
103202,30,116516,6922,736,48,No
103203,34,153089,36976,426,24,No
103204,38,27957,16991,716,12,No
103205,29,127724,43869,340,12,Yes
